,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,total_amount,payment_type,trip_type,congestion_surcharge,cbd_congestion_fee,trip_duration_minutes,pickup_hour,pickup_day,pickup_month
342,75,24,1.0,2.56,12.8,0.0,0.5,0.0,0.0,14.3,1.0,1.0,0.0,0.0,8.5,9,Wednesday,1
343,42,42,1.0,0.7,5.8,0.0,1.5,0.0,0.0,7.3,3.0,1.0,0.0,0.0,3.75,9,Wednesday,1
345,33,112,1.0,4.41,22.6,0.0,0.5,0.0,0.0,24.1,2.0,1.0,0.0,0.0,14.666666666666666,9,Wednesday,1
349,95,134,1.0,1.14,8.6,0.0,0.5,4.0,0.0,14.1,1.0,1.0,0.0,0.0,5.816666666666666,10,Wednesday,1
350,83,226,1.0,1.17,9.3,0.0,0.5,0.0,0.0,10.8,2.0,1.0,0.0,0.0,7.85,10,Wednesday,1
351,74,75,1.0,1.43,7.9,0.0,0.5,0.0,0.0,9.4,2.0,1.0,0.0,0.0,5.2,6,Wednesday,1
352,74,43,1.0,1.53,9.3,0.0,0.5,1.62,0.0,12.42,1.0,1.0,0.0,0.0,5.766666666666667,6,Wednesday,1
354,74,75,1.0,1.53,9.3,0.0,0.5,0.0,0.0,10.8,2.0,1.0,0.0,0.0,6.05,10,Wednesday,1
356,95,95,1.0,0.77,9.3,0.0,0.5,2.16,0.0,12.96,1.0,1.0,0.0,0.0,9.0,10,Wednesday,1
357,74,74,1.0,1.3,7.9,0.0,1.5,0.0,0.0,9.4,2.0,1.0,0.0,0.0,5.233333333333333,10,Wednesday,1
358,74,75,1.0,1.4,8.6,0.0,1.5,2.5,0.0,12.6,1.0,1.0,0.0,0.0,5.783333333333333,10,Wednesday,1
359,75,161,1.0,4.0,17.7,2.75,1.5,0.0,0.0,21.95,2.0,1.0,2.75,0.0,10.5,10,Wednesday,1
360,112,193,1.0,2.74,15.6,0.0,0.5,1.0,0.0,18.1,1.0,1.0,0.0,0.0,11.533333333333333,10,Wednesday,1
361,130,132,1.0,5.69,24.0,0.0,0.5,2.5,0.0,28.0,1.0,1.0,0.0,0.0,10.4,10,Wednesday,1
362,74,41,1.0,1.39,9.3,0.0,0.5,0.0,0.0,10.8,2.0,1.0,0.0,0.0,7.266666666666667,10,Wednesday,1
363,74,75,1.0,1.46,8.6,0.0,0.5,2.02,0.0,12.12,1.0,1.0,0.0,0.0,5.233333333333333,10,Wednesday,1
364,65,65,1.0,0.25,4.4,0.0,0.5,5.1,0.0,11.0,1.0,1.0,0.0,0.0,2.183333333333333,10,Wednesday,1
366,166,166,1.0,1.08,7.9,0.0,0.5,0.94,0.0,10.34,1.0,1.0,0.0,0.0,5.7,10,Wednesday,1
367,74,41,1.0,1.13,8.6,0.0,0.5,1.01,0.0,11.11,1.0,1.0,0.0,0.0,6.266666666666667,10,Wednesday,1
370,95,135,1.0,1.93,12.1,0.0,0.5,3.4,0.0,17.0,1.0,1.0,0.0,0.0,10.133333333333333,10,Wednesday,1
371,74,244,1.0,3.52,20.5,0.0,0.5,0.0,0.0,22.0,2.0,1.0,0.0,0.0,18.283333333333335,10,Wednesday,1
372,130,10,1.0,2.27,12.8,0.0,0.5,2.86,0.0,17.16,1.0,1.0,0.0,0.0,11.566666666666666,10,Wednesday,1
373,75,236,1.0,0.77,7.2,0.0,0.5,0.0,0.0,11.45,2.0,1.0,2.75,0.0,5.533333333333333,11,Wednesday,1
377,97,61,1.0,2.94,17.7,0.0,0.5,3.84,0.0,23.04,1.0,1.0,0.0,0.0,15.15,11,Wednesday,1
378,74,141,1.0,2.99,14.2,0.0,0.5,3.69,0.0,22.14,1.0,1.0,2.75,0.0,10.75,11,Wednesday,1
379,226,226,1.0,0.21,3.7,0.0,0.5,1.04,0.0,6.24,1.0,1.0,0.0,0.0,0.8,11,Wednesday,1
381,74,262,1.0,2.43,15.6,0.0,0.5,3.97,0.0,23.82,1.0,1.0,2.75,0.0,13.483333333333333,11,Wednesday,1
382,74,239,1.0,3.43,15.6,0.0,0.5,5.96,0.0,25.81,1.0,1.0,2.75,0.0,10.266666666666667,6,Wednesday,1
383,65,66,1.0,1.12,8.6,0.0,0.5,0.0,0.0,10.1,2.0,1.0,0.0,0.0,6.2,10,Wednesday,1
385,75,263,1.0,0.65,5.1,0.0,0.5,2.8,0.0,12.15,1.0,1.0,2.75,0.0,1.4333333333333333,11,Wednesday,1
386,41,42,1.0,0.62,5.8,0.0,0.5,1.82,0.0,9.12,1.0,1.0,0.0,0.0,2.4,11,Wednesday,1
387,74,75,1.0,1.7,10.7,0.0,1.5,0.0,0.0,12.2,2.0,1.0,0.0,0.0,8.166666666666666,11,Wednesday,1
389,66,45,1.0,2.51,14.2,0.0,0.5,0.0,0.0,18.45,2.0,1.0,2.75,0.0,10.916666666666666,11,Wednesday,1
390,82,82,1.0,1.13,8.6,0.0,0.5,0.0,0.0,10.1,2.0,1.0,0.0,0.0,7.516666666666667,11,Wednesday,1
392,95,95,1.0,1.0,8.6,0.0,1.5,0.0,0.0,10.1,2.0,1.0,0.0,0.0,6.833333333333333,11,Wednesday,1
395,82,82,1.0,0.59,15.0,0.0,0.0,4.0,0.0,20.0,1.0,2.0,0.0,0.0,3.55,12,Wednesday,1
396,74,75,1.0,1.57,9.3,0.0,0.5,0.0,0.0,10.8,2.0,1.0,0.0,0.0,6.333333333333333,11,Wednesday,1
399,92,73,1.0,1.08,8.6,0.0,0.5,2.02,0.0,12.12,1.0,1.0,0.0,0.0,6.683333333333334,11,Wednesday,1
400,74,236,1.0,1.73,10.7,0.0,0.5,1.1,0.0,16.05,1.0,1.0,2.75,0.0,8.4,11,Wednesday,1
401,41,238,1.0,0.92,7.2,0.0,0.5,1.74,0.0,10.44,1.0,1.0,0.0,0.0,4.45,11,Wednesday,1
403,82,138,1.0,4.57,24.0,5.0,0.5,6.1,0.0,36.6,1.0,1.0,0.0,0.0,17.4,11,Wednesday,1
404,82,138,1.0,3.66,17.0,5.0,0.5,1.0,0.0,24.5,1.0,1.0,0.0,0.0,8.65,12,Wednesday,1
408,74,151,1.0,2.26,12.1,0.0,0.5,4.08,0.0,17.68,1.0,1.0,0.0,0.0,8.45,11,Wednesday,1
409,130,216,1.0,3.14,15.6,0.0,0.5,0.0,0.0,17.1,1.0,1.0,0.0,0.0,12.3,11,Wednesday,1
410,7,7,1.0,0.31,3.7,0.0,0.5,0.0,0.0,5.2,2.0,1.0,0.0,0.0,1.0333333333333334,11,Wednesday,1
412,95,196,1.0,1.66,11.4,0.0,0.5,0.0,0.0,12.9,2.0,1.0,0.0,0.0,9.066666666666666,12,Wednesday,1
415,74,263,1.0,2.36,13.5,0.0,0.5,0.0,0.0,17.75,2.0,1.0,2.75,0.0,10.483333333333333,12,Wednesday,1
416,74,236,1.0,2.05,12.8,0.0,0.5,1.5,0.0,18.55,1.0,1.0,2.75,0.0,10.016666666666667,12,Wednesday,1
417,74,41,1.0,1.19,7.9,0.0,0.5,1.88,0.0,11.28,1.0,1.0,0.0,0.0,5.016666666666667,6,Wednesday,1
418,166,244,1.0,2.91,17.0,0.0,0.5,0.0,0.0,18.5,1.0,1.0,0.0,0.0,14.55,12,Wednesday,1
420,74,75,1.0,1.69,9.3,0.0,0.5,0.0,0.0,10.8,2.0,1.0,0.0,0.0,5.233333333333333,12,Wednesday,1
421,75,151,1.0,1.13,7.2,0.0,0.5,0.0,0.0,8.7,1.0,1.0,0.0,0.0,4.433333333333334,12,Wednesday,1
422,74,140,1.0,3.2,17.0,2.75,1.5,4.25,0.0,25.5,1.0,1.0,2.75,0.0,15.133333333333333,12,Wednesday,1
423,166,50,1.0,3.82,17.7,0.0,0.5,2.2,0.0,24.15,1.0,1.0,2.75,0.0,10.733333333333333,12,Wednesday,1
424,97,148,1.0,3.26,19.8,0.0,0.5,6.01,0.0,30.06,1.0,1.0,2.75,0.0,16.683333333333334,12,Wednesday,1
425,74,152,1.0,1.35,10.7,0.0,0.5,1.83,0.0,14.03,1.0,1.0,0.0,0.0,9.333333333333334,12,Wednesday,1
426,41,166,1.0,1.07,8.6,0.0,0.5,2.02,0.0,12.12,1.0,1.0,0.0,0.0,6.7,12,Wednesday,1
427,74,75,1.0,1.37,7.9,0.0,0.5,1.6,0.0,11.0,1.0,1.0,0.0,0.0,5.2,12,Wednesday,1
428,75,236,1.0,1.01,7.9,0.0,0.5,0.0,0.0,12.15,2.0,1.0,2.75,0.0,5.783333333333333,12,Wednesday,1
429,74,237,1.0,2.63,15.6,0.0,0.5,3.97,0.0,23.82,1.0,1.0,2.75,0.0,11.95,12,Wednesday,1
430,75,262,1.0,1.37,10.0,0.0,0.5,2.0,0.0,16.25,1.0,1.0,2.75,0.0,7.816666666666666,12,Wednesday,1
431,74,262,1.0,2.67,17.7,0.0,0.5,1.0,0.0,22.95,1.0,1.0,2.75,0.0,16.083333333333332,12,Wednesday,1
432,74,116,1.0,2.3,14.2,0.0,0.5,0.0,0.0,15.7,2.0,1.0,0.0,0.0,12.35,12,Wednesday,1
433,74,142,1.0,4.08,20.5,0.0,0.5,6.19,0.0,30.94,1.0,1.0,2.75,0.0,15.583333333333334,11,Wednesday,1
434,74,236,1.0,2.07,11.4,0.0,0.5,2.0,0.0,14.9,1.0,1.0,0.0,0.0,1389.05,12,Wednesday,1
435,195,148,1.0,5.66,26.1,0.0,0.5,6.07,0.0,36.42,1.0,1.0,2.75,0.0,19.983333333333334,12,Wednesday,1
437,130,205,1.0,2.57,13.5,0.0,0.5,1.0,0.0,16.0,1.0,1.0,0.0,0.0,9.133333333333333,12,Wednesday,1
438,75,262,1.0,1.5,10.7,0.0,0.5,2.99,0.0,17.94,1.0,1.0,2.75,0.0,8.183333333333334,13,Wednesday,1
439,134,216,1.0,4.51,15.0,0.0,0.0,0.0,0.0,16.0,1.0,2.0,0.0,0.0,11.616666666666667,13,Wednesday,1
440,181,228,1.0,2.89,18.4,0.0,0.5,3.98,0.0,23.88,1.0,1.0,0.0,0.0,16.483333333333334,13,Wednesday,1
441,74,244,1.0,2.42,14.9,0.0,0.5,4.1,0.0,20.5,1.0,1.0,0.0,0.0,13.083333333333334,13,Wednesday,1
442,74,238,1.0,2.86,15.6,0.0,0.5,3.42,0.0,20.52,1.0,1.0,0.0,0.0,13.216666666666667,13,Wednesday,1
443,74,238,1.0,2.6,17.0,2.75,1.5,2.5,0.0,23.75,1.0,1.0,2.75,0.0,14.416666666666666,13,Wednesday,1
444,244,74,1.0,4.26,18.4,0.0,0.5,0.0,0.0,19.9,2.0,1.0,0.0,0.0,8.616666666666667,13,Wednesday,1
445,74,262,1.0,2.52,13.5,0.0,0.5,2.0,0.0,19.75,1.0,1.0,2.75,0.0,11.316666666666666,7,Wednesday,1
446,74,263,1.0,2.79,15.6,0.0,0.5,3.97,0.0,23.82,1.0,1.0,2.75,0.0,12.25,13,Wednesday,1
447,41,264,1.0,0.0,11.0,0.0,0.0,3.0,0.0,15.0,1.0,2.0,0.0,0.0,0.05,13,Wednesday,1
448,41,75,1.0,1.44,8.6,0.0,0.5,2.52,0.0,12.62,1.0,1.0,0.0,0.0,6.3,13,Wednesday,1
449,66,66,1.0,0.0,0.49,0.0,0.0,0.0,0.0,1.49,2.0,2.0,0.0,0.0,0.26666666666666666,13,Wednesday,1
452,74,236,1.0,1.72,9.3,0.0,0.5,3.39,0.0,16.94,1.0,1.0,2.75,0.0,5.016666666666667,13,Wednesday,1
453,74,263,1.0,2.56,14.2,0.0,0.5,3.69,0.0,22.14,1.0,1.0,2.75,0.0,10.683333333333334,13,Wednesday,1
454,74,244,1.0,2.75,15.6,0.0,0.5,4.28,0.0,21.38,1.0,1.0,0.0,0.0,14.033333333333333,13,Wednesday,1
455,116,24,1.0,2.68,14.2,0.0,0.5,1.0,0.0,16.7,1.0,1.0,0.0,0.0,10.933333333333334,13,Wednesday,1
457,7,260,1.0,2.92,15.6,0.0,0.5,3.42,0.0,20.52,1.0,1.0,0.0,0.0,10.316666666666666,13,Wednesday,1
458,33,181,1.0,1.56,10.7,0.0,0.5,2.44,0.0,14.64,1.0,1.0,0.0,0.0,7.983333333333333,13,Wednesday,1
461,75,41,1.0,1.3,7.9,0.0,1.5,0.0,0.0,9.4,2.0,1.0,0.0,0.0,6.3,13,Wednesday,1
463,75,237,1.0,1.44,9.3,0.0,0.5,1.36,0.0,14.91,1.0,1.0,2.75,0.0,6.95,13,Wednesday,1
464,74,151,1.0,2.2,11.4,0.0,1.5,3.85,0.0,16.75,1.0,1.0,0.0,0.0,7.383333333333334,13,Wednesday,1
466,166,116,1.0,1.34,9.3,0.0,0.5,0.0,0.0,10.8,1.0,1.0,0.0,0.0,6.633333333333334,13,Wednesday,1
467,244,116,1.0,1.41,9.3,0.0,0.5,0.0,0.0,10.8,2.0,1.0,0.0,0.0,6.283333333333333,13,Wednesday,1
468,264,264,1.0,0.0,15.0,0.0,0.0,0.01,0.0,16.01,1.0,2.0,0.0,0.0,0.03333333333333333,13,Wednesday,1
470,130,216,1.0,1.73,10.0,0.0,0.5,0.0,0.0,11.5,1.0,1.0,0.0,0.0,6.05,13,Wednesday,1
471,74,236,1.0,2.36,14.2,0.0,0.5,0.0,0.0,18.45,2.0,1.0,2.75,0.0,11.05,12,Wednesday,1
472,74,75,1.0,0.86,7.2,0.0,0.5,2.61,0.0,11.31,1.0,1.0,0.0,0.0,5.166666666666667,13,Wednesday,1
473,82,82,1.0,2.1,15.6,0.0,0.5,3.42,0.0,20.52,1.0,1.0,0.0,0.0,15.966666666666667,13,Wednesday,1
474,225,79,1.0,0.0,23.5,0.0,1.5,0.0,0.0,25.0,1.0,1.0,0.0,0.0,26.366666666666667,13,Wednesday,1
475,75,75,1.0,0.74,5.8,0.0,0.5,2.19,0.0,9.49,1.0,1.0,0.0,0.0,3.3666666666666667,13,Wednesday,1
476,75,74,1.0,1.39,7.9,0.0,0.5,0.0,0.0,9.4,2.0,1.0,0.0,0.0,3.783333333333333,13,Wednesday,1
477,74,151,1.0,2.41,14.2,0.0,0.5,0.0,0.0,15.7,1.0,1.0,0.0,0.0,11.3,13,Wednesday,1
478,74,236,1.0,2.21,12.1,0.0,0.5,3.27,0.0,19.62,1.0,1.0,2.75,0.0,8.933333333333334,13,Wednesday,1
479,74,75,1.0,1.51,8.6,0.0,0.5,2.02,0.0,12.12,1.0,1.0,0.0,0.0,5.483333333333333,13,Wednesday,1
480,74,161,1.0,3.74,19.1,0.0,0.5,4.67,0.0,28.02,1.0,1.0,2.75,0.0,15.383333333333333,13,Wednesday,1
481,43,238,1.0,1.33,7.9,0.0,0.5,2.43,0.0,14.58,1.0,1.0,2.75,0.0,4.95,13,Wednesday,1
483,42,127,1.0,4.76,22.6,0.0,0.5,4.82,0.0,28.92,1.0,1.0,0.0,0.0,13.35,13,Wednesday,1
486,74,236,1.0,1.62,8.6,0.0,0.5,0.0,0.0,12.85,2.0,1.0,2.75,0.0,4.9,12,Wednesday,1
487,74,75,1.0,1.51,8.6,0.0,0.5,0.0,0.0,10.1,1.0,1.0,0.0,0.0,5.55,13,Wednesday,1
489,74,263,1.0,1.89,10.7,0.0,0.5,2.99,0.0,17.94,1.0,1.0,2.75,0.0,7.733333333333333,13,Wednesday,1
490,75,74,1.0,1.59,9.3,0.0,0.5,2.16,0.0,12.96,1.0,1.0,0.0,0.0,5.566666666666666,13,Wednesday,1
492,244,244,1.0,0.75,7.2,0.0,0.5,1.74,0.0,10.44,1.0,1.0,0.0,0.0,5.116666666666666,13,Wednesday,1
493,260,223,1.0,2.86,16.3,0.0,0.5,3.56,0.0,21.36,1.0,1.0,0.0,0.0,12.05,13,Wednesday,1
494,75,74,1.0,1.29,8.6,0.0,0.5,0.0,0.0,10.1,2.0,1.0,0.0,0.0,6.366666666666666,14,Wednesday,1
495,75,237,1.0,2.51,17.0,0.0,0.5,0.0,0.0,21.25,2.0,1.0,2.75,0.0,15.616666666666667,14,Wednesday,1
496,97,106,1.0,1.81,12.1,0.0,0.5,0.09,0.0,13.69,1.0,1.0,0.0,0.0,10.216666666666667,14,Wednesday,1
497,116,140,1.0,5.65,25.4,0.0,0.5,7.41,0.0,37.06,1.0,1.0,2.75,0.0,17.533333333333335,13,Wednesday,1
498,74,140,1.0,2.93,14.2,0.0,0.5,3.69,0.0,22.14,1.0,1.0,2.75,0.0,9.733333333333333,14,Wednesday,1
499,74,237,1.0,2.64,13.5,0.0,0.5,1.0,0.0,18.75,1.0,1.0,2.75,0.0,10.433333333333334,14,Wednesday,1
500,74,75,1.0,1.3,9.3,0.0,1.5,3.2,0.0,14.0,1.0,1.0,0.0,0.0,7.833333333333333,14,Wednesday,1
501,74,238,1.0,2.55,14.2,0.0,0.5,3.69,0.0,22.14,1.0,1.0,2.75,0.0,11.15,14,Wednesday,1
502,74,239,1.0,3.51,18.4,0.0,0.5,2.98,0.0,22.88,1.0,1.0,0.0,0.0,1396.3833333333334,14,Wednesday,1
503,41,213,1.0,5.65,24.0,0.0,0.5,4.0,0.0,29.5,1.0,1.0,0.0,0.0,13.333333333333334,14,Wednesday,1
506,74,262,1.0,2.72,14.9,0.0,0.5,3.83,0.0,22.98,1.0,1.0,2.75,0.0,11.033333333333333,14,Wednesday,1
507,74,151,1.0,2.33,15.6,0.0,0.5,3.42,0.0,20.52,1.0,1.0,0.0,0.0,14.3,14,Wednesday,1
508,41,238,1.0,2.32,14.2,0.0,0.5,0.0,0.0,18.45,2.0,1.0,2.75,0.0,11.45,14,Wednesday,1
509,74,262,1.0,2.66,14.9,0.0,0.5,3.83,0.0,22.98,1.0,1.0,2.75,0.0,12.15,14,Wednesday,1
511,66,65,1.0,1.71,12.1,0.0,0.5,3.4,0.0,17.0,1.0,1.0,0.0,0.0,9.933333333333334,14,Wednesday,1
512,74,24,1.0,2.23,13.5,0.0,0.5,2.5,0.0,17.5,1.0,1.0,0.0,0.0,11.116666666666667,14,Wednesday,1
513,166,142,1.0,2.6,14.9,0.0,0.5,3.83,0.0,22.98,1.0,1.0,2.75,0.0,11.366666666666667,14,Wednesday,1
514,74,236,1.0,2.12,12.8,0.0,0.5,2.0,0.0,19.05,1.0,1.0,2.75,0.0,10.933333333333334,14,Wednesday,1
515,216,216,1.0,0.0,20.0,0.0,0.0,0.0,0.0,21.0,1.0,2.0,0.0,0.0,0.08333333333333333,14,Wednesday,1
518,66,33,1.0,1.06,8.6,0.0,0.5,2.02,0.0,12.12,1.0,1.0,0.0,0.0,7.566666666666666,14,Wednesday,1
519,74,263,1.0,2.35,12.8,0.0,0.5,3.41,0.0,20.46,1.0,1.0,2.75,0.0,9.616666666666667,14,Wednesday,1
520,74,43,1.0,1.54,8.6,0.0,0.5,0.0,0.0,10.1,2.0,1.0,0.0,0.0,5.816666666666666,14,Wednesday,1
521,74,262,1.0,2.96,16.3,0.0,0.5,4.11,0.0,24.66,1.0,1.0,2.75,0.0,548.4833333333333,14,Wednesday,1
522,82,129,1.0,0.0,3.7,0.0,0.5,0.0,0.0,5.2,2.0,1.0,0.0,0.0,1.2166666666666666,14,Wednesday,1
524,74,74,1.0,0.39,6.5,0.0,0.5,1.6,0.0,9.6,1.0,1.0,0.0,0.0,5.016666666666667,14,Wednesday,1
525,74,236,1.0,2.18,12.1,0.0,0.5,3.27,0.0,19.62,1.0,1.0,2.75,0.0,8.233333333333333,14,Wednesday,1
526,74,75,1.0,1.07,7.9,0.0,0.5,0.0,0.0,9.4,2.0,1.0,0.0,0.0,5.916666666666667,14,Wednesday,1
527,166,239,1.0,1.27,10.0,0.0,0.5,3.56,0.0,17.81,1.0,1.0,2.75,0.0,8.116666666666667,14,Wednesday,1
528,74,43,1.0,3.85,24.7,0.0,0.5,5.79,0.0,34.74,1.0,1.0,2.75,0.0,24.733333333333334,14,Wednesday,1
531,74,262,1.0,2.48,15.6,0.0,0.5,4.96,0.0,24.81,1.0,1.0,2.75,0.0,13.733333333333333,13,Wednesday,1
532,75,238,1.0,1.92,11.4,0.0,0.5,3.13,0.0,18.78,1.0,1.0,2.75,0.0,9.1,14,Wednesday,1
533,43,239,1.0,2.1,11.4,0.0,0.5,3.91,0.0,19.56,1.0,1.0,2.75,0.0,8.616666666666667,14,Wednesday,1
535,75,74,1.0,1.26,7.2,0.0,0.5,0.0,0.0,8.7,2.0,1.0,0.0,0.0,3.3833333333333333,14,Wednesday,1
536,74,141,1.0,2.99,13.5,0.0,0.5,3.55,0.0,21.3,1.0,1.0,2.75,0.0,8.25,14,Wednesday,1
537,66,87,1.0,2.5,16.3,0.0,0.5,6.16,0.0,26.71,1.0,1.0,2.75,0.0,14.666666666666666,14,Wednesday,1
538,74,24,1.0,2.0,12.1,0.0,0.5,2.72,0.0,16.32,1.0,1.0,0.0,0.0,9.7,14,Wednesday,1
542,74,75,1.0,1.19,7.2,0.0,0.5,1.74,0.0,10.44,1.0,1.0,0.0,0.0,4.483333333333333,13,Wednesday,1
543,74,263,1.0,1.85,10.7,0.0,0.5,2.24,0.0,17.19,1.0,1.0,2.75,0.0,7.95,14,Wednesday,1
544,166,41,1.0,0.58,5.8,0.0,0.5,1.82,0.0,9.12,1.0,1.0,0.0,0.0,4.033333333333333,14,Wednesday,1
545,130,215,1.0,1.0,7.2,0.0,0.5,1.74,0.0,10.44,1.0,1.0,0.0,0.0,5.416666666666667,14,Wednesday,1
546,74,236,1.0,1.94,11.4,0.0,0.5,3.13,0.0,18.78,1.0,1.0,2.75,0.0,8.516666666666667,14,Wednesday,1
547,75,42,1.0,1.62,10.0,0.0,0.5,0.0,0.0,11.5,2.0,1.0,0.0,0.0,6.366666666666666,14,Wednesday,1
548,75,42,1.0,2.25,12.1,0.0,0.5,0.0,0.0,13.6,2.0,1.0,0.0,0.0,9.3,13,Wednesday,1
549,75,75,1.0,0.53,4.4,0.0,0.5,0.12,0.0,6.02,1.0,1.0,0.0,0.0,1.7666666666666666,15,Wednesday,1
550,75,75,1.0,0.98,7.9,0.0,0.5,1.88,0.0,11.28,1.0,1.0,0.0,0.0,5.15,15,Wednesday,1
551,65,54,1.0,1.96,17.7,0.0,0.5,0.0,0.0,19.2,2.0,1.0,0.0,0.0,18.483333333333334,15,Wednesday,1
553,260,7,1.0,0.77,12.8,0.0,0.5,2.86,0.0,17.16,1.0,1.0,0.0,0.0,13.55,15,Wednesday,1
554,97,181,1.0,1.34,10.0,0.0,0.5,0.0,0.0,11.5,2.0,1.0,0.0,0.0,7.95,15,Wednesday,1
555,189,61,1.0,1.12,7.9,0.0,0.5,0.6,0.0,10.0,1.0,1.0,0.0,0.0,5.333333333333333,15,Wednesday,1
556,166,151,1.0,0.97,7.2,0.0,0.5,2.18,0.0,10.88,1.0,1.0,0.0,0.0,4.316666666666666,15,Wednesday,1
557,74,151,1.0,2.5,14.2,0.0,1.5,0.0,0.0,15.7,1.0,1.0,0.0,0.0,11.666666666666666,15,Wednesday,1
558,74,166,1.0,1.52,9.3,0.0,0.5,2.16,0.0,12.96,1.0,1.0,0.0,0.0,7.05,15,Wednesday,1
559,74,238,1.0,2.73,15.6,0.0,0.5,3.97,0.0,23.82,1.0,1.0,2.75,0.0,12.466666666666667,13,Wednesday,1
562,166,166,1.0,0.01,3.0,0.0,0.5,0.0,0.0,4.5,2.0,1.0,0.0,0.0,0.16666666666666666,15,Wednesday,1
564,41,74,1.0,0.39,4.4,0.0,0.5,1.18,0.0,7.08,1.0,1.0,0.0,0.0,1.7,15,Wednesday,1
565,74,263,1.0,1.95,10.7,0.0,0.5,2.99,0.0,17.94,1.0,1.0,2.75,0.0,7.116666666666666,15,Wednesday,1
566,74,116,1.0,1.78,10.7,0.0,0.5,2.44,0.0,14.64,1.0,1.0,0.0,0.0,8.85,15,Wednesday,1
567,166,75,1.0,2.45,14.9,0.0,0.5,0.0,0.0,16.4,2.0,1.0,0.0,0.0,11.483333333333333,15,Wednesday,1
568,264,264,1.0,0.0,25.0,0.0,0.0,0.0,0.0,26.0,1.0,2.0,0.0,0.0,0.016666666666666666,15,Wednesday,1
572,166,238,1.0,1.31,10.0,0.0,0.5,2.85,0.0,17.1,1.0,1.0,2.75,0.0,7.45,15,Wednesday,1
573,74,41,1.0,0.92,7.2,0.0,0.5,0.0,0.0,8.7,2.0,1.0,0.0,0.0,5.266666666666667,15,Wednesday,1
576,75,74,1.0,1.34,7.9,0.0,0.5,1.88,0.0,11.28,1.0,1.0,0.0,0.0,4.133333333333334,15,Wednesday,1
577,74,141,1.0,2.86,14.2,0.0,0.5,3.69,0.0,22.14,1.0,1.0,2.75,0.0,9.516666666666667,15,Wednesday,1
579,116,116,1.0,0.0,7.0,0.0,0.0,0.0,0.0,8.0,2.0,2.0,0.0,0.0,0.26666666666666666,15,Wednesday,1
580,74,263,1.0,1.9,10.7,2.75,1.5,2.24,0.0,17.19,1.0,1.0,2.75,0.0,9.15,15,Wednesday,1
582,74,244,1.0,3.64,19.8,0.0,0.5,0.0,0.0,21.3,2.0,1.0,0.0,0.0,16.4,15,Wednesday,1
583,95,135,1.0,2.13,12.8,0.0,0.5,2.86,0.0,17.16,1.0,1.0,0.0,0.0,9.533333333333333,15,Wednesday,1
585,65,33,1.0,2.04,14.9,0.0,0.5,3.28,0.0,19.68,1.0,1.0,0.0,0.0,14.1,15,Wednesday,1
588,75,74,1.0,1.39,7.9,0.0,0.5,0.0,0.0,9.4,2.0,1.0,0.0,0.0,4.8,15,Wednesday,1
590,74,41,1.0,0.56,5.1,0.0,0.5,1.65,0.0,8.25,1.0,1.0,0.0,0.0,2.9166666666666665,15,Wednesday,1
596,74,239,1.0,3.26,18.4,0.0,0.5,2.0,0.0,24.65,1.0,1.0,2.75,0.0,14.866666666666667,13,Wednesday,1
597,75,237,1.0,2.06,12.8,0.0,0.5,0.01,0.0,17.06,1.0,1.0,2.75,0.0,10.3,15,Wednesday,1
598,129,70,1.0,3.4,16.3,0.0,1.5,0.0,0.0,17.8,2.0,1.0,0.0,0.0,8.883333333333333,15,Wednesday,1
599,152,236,1.0,4.15,23.3,0.0,0.5,6.89,0.0,34.44,1.0,1.0,2.75,0.0,20.383333333333333,15,Wednesday,1
600,74,262,1.0,2.27,14.2,0.0,0.5,3.69,0.0,22.14,1.0,1.0,2.75,0.0,13.433333333333334,15,Wednesday,1
601,74,24,1.0,1.73,12.8,0.0,0.5,5.0,0.0,19.3,1.0,1.0,0.0,0.0,11.333333333333334,15,Wednesday,1
602,74,237,1.0,2.69,15.6,0.0,0.5,3.97,0.0,23.82,1.0,1.0,2.75,0.0,13.066666666666666,15,Wednesday,1
603,33,25,1.0,0.83,6.5,0.0,0.5,0.0,0.0,8.0,2.0,1.0,0.0,0.0,3.75,15,Wednesday,1
604,74,75,1.0,1.28,7.9,0.0,0.5,1.88,0.0,11.28,1.0,1.0,0.0,0.0,4.766666666666667,15,Wednesday,1
605,75,236,1.0,0.57,5.8,0.0,0.5,1.71,0.0,11.76,1.0,1.0,2.75,0.0,3.4833333333333334,15,Wednesday,1
606,43,43,1.0,1.47,9.3,0.0,0.5,3.39,0.0,16.94,1.0,1.0,2.75,0.0,5.95,15,Wednesday,1
609,74,263,1.0,2.91,17.0,0.0,0.5,0.0,0.0,21.25,1.0,1.0,2.75,0.0,14.983333333333333,15,Wednesday,1
610,75,42,1.0,2.57,14.9,0.0,0.5,0.0,0.0,16.4,2.0,1.0,0.0,0.0,12.033333333333333,14,Wednesday,1
611,75,74,1.0,1.33,7.9,2.5,0.5,2.5,0.0,14.4,1.0,1.0,0.0,0.0,5.016666666666667,16,Wednesday,1
612,130,264,1.0,0.0,15.0,0.0,0.0,3.2,0.0,19.2,1.0,2.0,0.0,0.0,0.05,16,Wednesday,1
614,41,48,1.0,4.46,26.1,2.5,0.5,0.0,0.0,32.85,1.0,1.0,2.75,0.0,23.7,16,Wednesday,1
